OBJECTID_1,GEOID,STATE,STUSAB,STATE_NAME,COUNTY,NAME,B25002EST1,B25002EST2,B25002EST2_PCT,B25002EST3,B25002EST3_PCT,B25009EST2,B25009EST2_PCT,B25009EST3,B25009EST3_PCT,B25009EST4,B25009EST4_PCT,B25009EST5,B25009EST5_PCT,B25009EST6,B25009EST6_PCT,B25009EST7,B25009EST7_PCT,B25009_OWNOCC_6PLUS,B25009_OWN_6PLUS_PCT,B25009EST10,B25009EST10_PCT,B25009EST11,B25009EST11_PCT,B25009EST12,B25009EST12_PCT,B25009EST13,B25009EST13_PCT,B25009EST14,B25009EST14_PCT,B25009EST15,B25009EST15_PCT,B25009_RENTOCC_6PLUS,B25009_RENT_6PLUS_PCT,B25009_TOT_1,B25009_TOT_1_PCT,B25009_TOT_2,B25009_TOT_2_PCT,B25009_TOT_3,B25009_TOT_3_PCT,B25009_TOT_4,B25009_TOT_4_PCT,B25009_TOT_5,B25009_TOT_5_PCT,B25009_TOT_6PLUS,B25009_TOT_6PLUS_PCT,B25037EST3,B25041EST2,B25041EST2_PCT,B25041EST3,B25041EST3_PCT,B25041EST4,B25041EST4_PCT,B25041_3PLUS_BDR,B25041_3PLUS_BDR_PCT,B25021EST1,B25021EST2,B25021EST3,B25024EST2,B25024EST2_PCT,B25024EST3,B25024EST3_PCT,B25024_2TO4,B25024_2TO4_PCT,B25024_5TO19,B25024_5TO19_PCT,B25024_20PLUS,B25024_20PLUS_PCT,B25024_OTHER,B25024_OTHER_PCT,B25032EST2,B25032EST3,B25032EST3_PCT,B25032EST4,B25032EST4_PCT,B25032_OWN_2TO4,B25032_OWN_2TO4_PCT,B25032_OWN_5TO19,B25032_OWN_5TO19_PCT,B25032_OWN_20PLUS,B25032_OWN_20PLUS_PCT,B25032_OWN_OTHER,B25032_OWN_OTHER_PCT,B25032EST13,B25032EST14,B25032EST14_PCT,B25032EST15,B25032EST15_PCT,B25032_RENT_2TO4,B25032_RENT_2TO4_PCT,B25032_RENT_5TO19,B25032_RENT_5TO19_PCT,B25032_RENT_20PLUS,B25032_RENT_20PLUS_PCT,B25032_RENT_OTHER,B25032_RENT_OTHER_PCT,B25036_OWN_2KPLUS,B25036_OWN_2KPLUS_PCT,B25036_OWN_80TO99,B25036_OWN_80TO99_PCT,B25036_OWN_50TO79,B25036_OWN_50TO79_PCT,B25036_OWN_49MINUS,B25036_OWN_49MINUS_PCT,B25036_RENT_2KPLUS,B25036_RENT_2KPLUS_PCT,B25036_RENT_80TO99,B25036_RENT_80TO99_PCT,B25036_RENT_50TO79,B25036_RENT_50TO79_PCT,B25036_RENT_49MINUS,B25036_RENT_49MINUS_PCT,B25036_RENT_80MINUS,B25036_RENT_80MINUS_PCT,B25036_TOT_2KPLUS,B25036_TOT_2KPLUS_PCT,B25036_TOT_80TO99,B25036_TOT_80TO99_PCT,B25036_TOT_50TO79,B25036_TOT_50TO79_PCT,B25036_TOT_49MINUS,B25036_TOT_49MINUS_PCT,B25068EST2,B25068EST2_PCT,B25068EST4,B25068EST4_PCT,B25068_0BDR_200TO499,B25068_0BDR_200TO499_PCT,B25068_0BDR_500TO999,B25068_0BDR_500TO999_PCT,B25068EST9,B25068EST9_PCT,B25068EST10,B25068EST10_PCT,B25068EST11,B25068EST11_PCT,B25068EST13,B25068EST13_PCT,B25068_1BDR_200TO499,B25068_1BDR_200TO499_PCT,B25068_1BDR_500TO999,B25068_1BDR_500TO999_PCT,B25068EST18,B25068EST18_PCT,B25068EST19,B25068EST19_PCT,B25068EST20,B25068EST20_PCT,B25068EST22,B25068EST22_PCT,B25068_2BDR_200TO499,B25068_2BDR_200TO499_PCT,B25068_2BDR_500TO999,B25068_2BDR_500TO999_PCT,B25068EST27,B25068EST27_PCT,B25068EST28,B25068EST28_PCT,B25068EST29,B25068EST29_PCT,B25068EST31,B25068EST31_PCT,B25068_3PLUSBDR_200TO499,B25068_3PLUSBDR_200TO499_PCT,B25068_3PLUSBDR_500TO999,B25068_3PLUSBDR_500TO999_PCT,B25068EST36,B25068EST36_PCT,B25068EST37,B25068EST37_PCT,B25056_500MINUS,B25056_500MINUS_PCT,B25056_500TO599,B25056_500TO599_PCT,B25056_600TO699,B25056_600TO699_PCT,B25056_700TO799,B25056_700TO799_PCT,B25056EST18,B25056EST18_PCT,B25056EST19,B25056EST19_PCT,B25056EST20,B25056EST20_PCT,B25056EST21,B25056EST21_PCT,B25056EST22,B25056EST22_PCT,B25056EST23,B25056EST23_PCT,B25056EST24,B25056EST24_PCT,B25058EST1,B25042EST3,B25042EST3_PCT,B25042EST4,B25042EST4_PCT,B25042EST5,B25042EST5_PCT,B25042_OWN_3PLUS_BDR,B25042_OWN_3PLUS_BDR_PCT,B25042EST10,B25042EST10_PCT,B25042EST11,B25042EST11_PCT,B25042EST12,B25042EST12_PCT,B25042_RENT_3PLUS_BDR,B25042_RENT_3PLUS_BDR_PCT,B25097EST1,B25097EST2,B25097EST3,B25123_TOT,B25123_TOT_1,B25123_TOT_2,B25123_TOT_3,B25123_TOT_4,B25123EST3,B25123EST3_PCT,B25123EST4,B25123EST4_PCT,B25123EST5,B25123EST5_PCT,B25123EST6,B25123EST6_PCT,B25123EST7,B25123EST7_PCT,B25123EST9,B25123EST9_PCT,B25123EST10,B25123EST10_PCT,B25123EST11,B25123EST11_PCT,B25123EST12,B25123EST12_PCT,B25123EST13,B25123EST13_PCT,Shape__Area,Shape__Length
3118,48087,48,TX,Texas,87,Collingsworth,1467,1029,70.14,438,29.86,773,75.12,139,17.98,314,40.62,75,9.7,122,15.78,54,6.99,69,8.93,256,24.88,111,43.36,94,36.72,25,9.77,0,0,26,10.16,0,0,250,24.3,408,39.65,100,9.72,122,11.86,80,7.77,69,6.71,1962,16,1.09,226,15.41,394,26.86,831,56.65,5.3,5.6,4,1216,82.89,28,1.91,77,5.25,0,0,28,1.91,118,8.04,773,686,88.75,28,3.62,0,0,0,0,0,0,59,7.63,256,151,58.98,0,0,77,30.08,0,0,28,10.94,0,0,62,8.02,92,11.9,411,53.17,208,26.91,5,1.95,6,2.34,151,58.98,94,36.72,245,95.7,67,6.51,98,9.52,562,54.62,302,29.35,0,0,0,0,0,0,0,0,0,0,0,0,121,47.27,25,20.66,33,27.27,54,44.63,0,0,9,7.44,71,27.73,14,19.72,8,11.27,49,69.01,0,0,0,0,64,25,1,1.56,14,21.88,3,4.69,4,6.25,42,65.63,152,59.38,0,0,49,19.14,0,0,0,0,4,1.56,0,0,0,0,0,0,0,0,51,19.92,416,6,0.78,17,2.2,155,20.05,595,76.97,0,0,121,47.27,71,27.73,64,25,57500,63400,48000,756,252,21,0,0,130,16.82,17,2.2,0,0,0,0,626,80.98,122,47.66,4,1.56,0,0,0,0,130,50.78,3553625486,238582.3588
3126,48089,48,TX,Texas,89,Colorado,10755,7442,69.2,3313,30.8,6222,83.61,1496,24.04,2609,41.93,962,15.46,531,8.53,376,6.04,248,3.99,1220,16.39,493,40.41,216,17.7,221,18.11,150,12.3,123,10.08,17,1.39,1989,26.73,2825,37.96,1183,15.9,681,9.15,499,6.71,265,3.56,1985,230,2.14,818,7.61,3099,28.81,6608,61.44,5.6,5.8,4.1,8053,74.88,77,0.72,233,2.17,315,2.93,141,1.31,1936,18,6222,5165,83.01,32,0.51,5,0.08,0,0,0,0,1020,16.39,1220,518,42.46,13,1.07,175,14.34,304,24.92,52,4.26,158,12.95,1576,25.33,1552,24.94,1890,30.38,1204,19.35,113,9.26,659,54.02,233,19.1,215,17.62,448,36.72,1689,22.7,2211,29.71,2123,28.53,1419,19.07,40,3.28,7,17.5,0,0,33,82.5,0,0,0,0,363,29.75,104,28.65,110,30.3,22,6.06,40,11.02,87,23.97,607,49.75,14,2.31,67,11.04,447,73.64,9,1.48,70,11.53,210,17.21,0,0,0,0,97,46.19,89,42.38,24,11.43,407,33.36,225,18.44,166,13.61,160,13.11,6,0.49,40,3.28,21,1.72,14,1.15,0,0,0,0,181,14.84,533,44,0.71,155,2.49,1347,21.65,4676,75.15,40,3.28,363,29.75,607,49.75,210,17.21,131400,161200,118300,5687,1652,97,6,0,1172,18.84,54,0.87,0,0,0,0,4996,80.3,480,39.34,43,3.52,6,0.49,0,0,691,56.64,3348580673,283756.1978
3127,48091,48,TX,Texas,91,Comal,60661,54586,89.99,6075,10.01,40865,74.86,6904,16.89,17872,43.73,6733,16.48,5712,13.98,2484,6.08,1160,2.84,13721,25.14,5113,37.26,3748,27.32,2286,16.66,1616,11.78,622,4.53,336,2.45,12017,22.01,21620,39.61,9019,16.52,7328,13.42,3106,5.69,1496,2.74,1998,686,1.13,4816,7.94,12348,20.36,42811,70.57,6,6.7,4.1,44034,72.59,1151,1.9,2091,3.45,3554,5.86,4030,6.64,5801,9.56,40865,36767,89.97,333,0.81,112,0.27,142,0.35,43,0.11,3468,8.49,13721,3578,26.08,706,5.15,1621,11.81,2900,21.14,3214,23.42,1702,12.4,21918,53.64,11428,27.97,5697,13.94,1822,4.46,6574,47.91,3944,28.74,2632,19.18,571,4.16,3203,23.34,28492,52.2,15372,28.16,8329,15.26,2393,4.38,552,4.02,66,11.96,0,0,67,12.14,388,34008.7,31,5.62,3596,26.21,0,0,63,1.75,1274,35.43,2199,61.15,60,1.67,5313,38.72,59,1.11,192,3.61,1240,23.34,3690,69.45,132,2.48,4260,31.05,0,0,79,1.85,628,14.74,3266,76.67,287,6.74,968,7.05,601,4.38,611,4.45,802,5.85,1420,10.35,1496,10.9,3542,25.81,2222,16.19,1216,8.86,333,2.43,510,3.72,1050,105,0.26,592,1.45,4411,10.79,35757,87.5,552,4.02,3596,26.21,5313,38.72,4260,31.05,293600,309400,266900,41130,12918,483,55,0,7842,19.19,155,0.38,26,0.06,0,0,32842,80.37,5076,36.99,328,2.39,29,0.21,0,0,8288,60.4,1984373535,230237.666
3128,48409,48,TX,Texas,409,San Patricio,28652,23422,81.75,5230,18.25,15887,67.83,3301,20.78,5537,34.85,2717,17.1,2252,14.18,1388,8.74,692,4.36,7535,32.17,2182,28.96,1549,20.56,1424,18.9,941,12.49,739,9.81,700,9.29,5483,23.41,7086,30.25,4141,17.68,3193,13.63,2127,9.08,1392,5.94,1979,690,2.41,2089,7.29,7167,25.01,18706,65.29,5.5,5.8,4.5,21091,73.61,382,1.33,2630,9.18,1296,4.52,515,1.8,2738,9.56,15887,14172,89.21,84,0.53,7,0.04,2,0.01,0,0,1622,10.21,7535,3494,46.37,298,3.95,1897,25.18,1047,13.9,370,4.91,429,5.69,3689,23.22,3685,23.2,7276,45.8,1237,7.79,1830,24.29,1701,22.57,3389,44.98,615,8.16,4004,53.14,5519,23.56,5386,23,10665,45.53,1852,7.91,205,2.72,0,0,0,0,101,49.27,25,609.27,79,38.54,1271,16.87,472,37.14,193,15.18,388,30.53,159,12.51,59,4.64,2592,34.4,151,5.83,178,6.87,936,36.11,1040,40.12,287,11.07,3467,46.01,17,0.49,126,3.63,544,15.69,2383,68.73,397,11.45,1610,21.37,438,5.81,729,9.67,578,7.67,595,7.9,422,5.6,1057,14.03,375,4.98,769,10.21,140,1.86,822,10.91,800,187,1.18,319,2.01,2716,17.1,12665,79.72,205,2.72,1271,16.87,2592,34.4,3467,46.01,129400,154800,89400,16476,6239,574,133,0,2929,18.44,108,0.68,68,0.43,0,0,12782,80.46,3310,43.93,466,6.18,65,0.86,0,0,3694,49.02,2348075499,394712.6389
3129,48411,48,TX,Texas,411,San Saba,3198,2134,66.73,1064,33.27,1512,70.85,456,30.16,720,47.62,114,7.54,171,11.31,51,3.37,0,0,622,29.15,195,31.35,165,26.53,70,11.25,95,15.27,41,6.59,56,9,651,30.51,885,41.47,184,8.62,266,12.46,92,4.31,56,2.62,1966,49,1.53,191,5.97,1078,33.71,1880,58.79,5.4,5.6,5,2635,82.4,34,1.06,117,3.66,31,0.97,0,0,381,11.91,1512,1333,88.16,15,0.99,3,0.2,0,0,0,0,161,10.65,622,484,77.81,5,0.8,51,8.2,27,4.34,0,0,55,8.84,295,19.51,387,25.6,557,36.84,273,18.06,55,8.84,164,26.37,242,38.91,161,25.88,403,64.79,350,16.4,551,25.82,799,37.44,434,20.34,0,0,0,0,0,0,0,0,0,0,0,0,60,9.65,14,23.33,29,48.33,15,25,0,0,2,3.33,174,27.97,0,0,6,3.45,43,24.71,55,31.61,70,40.23,388,62.38,0,0,19,4.9,167,43.04,43,11.08,159,40.98,103,16.56,225,36.17,13,2.09,9,1.45,34,5.47,0,0,0,0,6,0.96,0,0,1,0.16,231,37.14,524,9,0.6,50,3.31,450,29.76,1003,66.34,0,0,60,9.65,174,27.97,388,62.38,119400,121800,117500,1586,488,56,4,0,340,22.49,4,0.26,0,0,0,0,1168,77.25,148,23.79,52,8.36,4,0.64,0,0,418,67.2,4039129749,374605.7783
3130,48413,48,TX,Texas,413,Schleicher,1505,1036,68.84,469,31.16,808,77.99,219,27.1,300,37.13,121,14.98,54,6.68,82,10.15,32,3.96,228,22.01,117,51.32,66,28.95,11,4.82,22,9.65,9,3.95,3,1.32,336,32.43,366,35.33,132,12.74,76,7.34,91,8.78,35,3.38,1978,74,4.92,80,5.32,278,18.47,1073,71.3,5.6,5.9,4.7,1178,78.27,0,0,25,1.66,50,3.32,17,1.13,235,15.61,808,699,86.51,0,0,0,0,0,0,0,0,109,13.49,228,119,52.19,0,0,17,7.46,37,16.23,17,7.46,38,16.67,49,6.06,263,32.55,402,49.75,94,11.63,30,13.16,75,32.89,86,37.72,37,16.23,123,53.95,79,7.63,338,32.63,488,47.1,131,12.64,43,18.86,21,48.84,22,51.16,0,0,0,0,0,0,31,13.6,17,54.84,0,0,9,29.03,5,16.13,0,0,40,17.54,16,40,9,22.5,7,17.5,0,0,8,20,114,50,0,0,23,20.18,41,35.96,0,0,50,43.86,148,64.91,0,0,22,9.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,25.44,294,0,0,16,1.98,175,21.66,617,76.36,43,18.86,31,13.6,40,17.54,114,50,80900,84000,78300,778,242,16,0,0,151,18.69,16,1.98,0,0,0,0,641,79.33,91,39.91,0,0,0,0,0,0,137,60.09,4625027626,286127.6849
3131,48415,48,TX,Texas,415,Scurry,7205,6115,84.87,1090,15.13,4799,78.48,1372,28.59,1592,33.17,521,10.86,789,16.44,326,6.79,199,4.15,1316,21.52,610,46.35,204,15.5,250,19,111,8.43,73,5.55,68,5.17,1982,32.41,1796,29.37,771,12.61,900,14.72,399,6.52,267,4.37,1968,38,0.53,932,12.94,1639,22.75,4596,63.79,5.4,5.7,4.3,5976,82.94,52,0.72,374,5.19,132,1.83,88,1.22,583,8.09,4799,4440,92.52,6,0.13,0,0,1,0.02,0,0,352,7.33,1316,891,67.71,46,3.5,204,15.5,88,6.69,37,2.81,50,3.8,307,6.4,1046,21.8,2953,61.53,493,10.27,148,11.25,357,27.13,757,57.52,54,4.1,811,61.63,455,7.44,1403,22.94,3710,60.67,547,8.95,14,1.06,0,0,0,0,14,100,0,0,0,0,437,33.21,55,12.59,114,26.09,260,59.5,0,0,8,1.83,383,29.1,3,0.78,12,3.13,238,62.14,23,6.01,107,27.94,482,36.63,0,0,31,6.43,120,24.9,248,51.45,83,17.22,380,28.88,147,11.17,218,16.57,107,8.13,72,5.47,91,6.91,103,7.83,0,0,0,0,0,0,198,15.05,610,1,0.02,190,3.96,915,19.07,3693,76.95,14,1.06,437,33.21,383,29.1,482,36.63,87600,113700,71300,4669,1339,107,0,0,918,19.13,107,2.23,0,0,0,0,3774,78.64,421,31.99,0,0,0,0,0,0,895,68.01,3332070785,230615.1615
3132,48417,48,TX,Texas,417,Shackelford,1775,1367,77.01,408,22.99,1090,79.74,288,26.42,428,39.27,134,12.29,123,11.28,102,9.36,15,1.38,277,20.26,108,38.99,68,24.55,80,28.88,7,2.53,1,0.36,13,4.69,396,28.97,496,36.28,214,15.65,130,9.51,103,7.53,28,2.05,1977,3,0.17,168,9.46,601,33.86,1003,56.51,5.5,5.9,4.4,1366,76.96,3,0.17,17,0.96,38,2.14,18,1.01,333,18.76,1090,883,81.01,0,0,0,0,0,0,0,0,207,18.99,277,156,56.32,3,1.08,13,4.69,31,11.19,18,6.5,56,20.22,264,24.22,172,15.78,387,35.5,267,24.5,31,11.19,90,32.49,120,43.32,36,13,156,56.32,295,21.58,262,19.17,507,37.09,303,22.17,0,0,0,0,0,0,0,0,0,0,0,0,88,31.77,0,0,42,47.73,46,52.27,0,0,0,0,107,38.63,13,12.15,22,20.56,24,22.43,12,11.21,36,33.64,82,29.6,0,0,0,0,53,64.63,6,7.32,23,28.05,117,42.24,56,20.22,12,4.33,21,7.58,0,0,0,0,12,4.33,0,0,0,0,0,0,59,21.3,377,3,0.28,25,2.29,328,30.09,734,67.34,0,0,88,31.77,107,38.63,82,29.6,110000,137800,89200,1066,300,1,0,0,157,14.4,1,0.09,0,0,0,0,932,85.5,143,51.62,0,0,0,0,0,0,134,48.38,3360685119,231997.232
3133,48419,48,TX,Texas,419,Shelby,12358,9486,76.76,2872,23.24,7115,75.01,1782,25.05,2698,37.92,833,11.71,790,11.1,535,7.52,477,6.7,2371,24.99,577,24.34,604,25.47,435,18.35,350,14.76,232,9.78,173,7.3,2359,24.87,3302,34.81,1268,13.37,1140,12.02,767,8.09,650,6.85,1977,186,1.51,882,7.14,3599,29.12,7691,62.23,5.4,5.7,4.4,7510,60.77,35,0.28,465,3.76,207,1.68,59,0.48,4082,33.03,7115,4786,67.27,8,0.11,0,0,12,0.17,0,0,2309,32.45,2371,940,39.65,23,0.97,425,17.92,150,6.33,30,1.27,803,33.87,1954,27.46,2411,33.89,2132,29.96,618,8.69,426,17.97,615,25.94,832,35.09,498,21,1330,56.09,2380,25.09,3026,31.9,2964,31.25,1116,11.76,30,1.27,0,0,30,100,0,0,0,0,0,0,345,14.55,77,22.32,82,23.77,97,28.12,28,8.12,61,17.68,987,41.63,173,17.53,183,18.54,471,47.72,17,1.72,143,14.49,1009,42.56,20,1.98,71,7.04,407,40.34,231,22.89,280,27.75,980,41.33,415,17.5,224,9.45,29,1.22,184,7.76,28,1.18,27,1.14,0,0,0,0,0,0,484,20.41,486,35,0.49,237,3.33,1369,19.24,5474,76.94,30,1.27,345,14.55,987,41.63,1009,42.56,81800,100900,76900,6998,2271,204,13,0,1506,21.17,98,1.38,0,0,0,0,5511,77.46,765,32.26,106,4.47,13,0.55,0,0,1487,62.72,3001160103,315931.9547
3142,48421,48,TX,Texas,421,Sherman,1397,1070,76.59,327,23.41,780,72.9,153,19.62,273,35,152,19.49,136,17.44,53,6.79,13,1.67,290,27.1,61,21.03,59,20.34,69,23.79,10,3.45,48,16.55,43,14.83,214,20,332,31.03,221,20.65,146,13.64,101,9.44,56,5.23,1958,2,0.14,125,8.95,244,17.47,1026,73.44,6.1,6.3,5.2,1219,87.26,4,0.29,0,0,40,2.86,3,0.21,131,9.38,780,715,91.67,4,0.51,0,0,0,0,0,0,61,7.82,290,231,79.66,0,0,0,0,32,11.03,3,1.03,24,8.28,41,5.26,140,17.95,441,56.54,158,20.26,10,3.45,30,10.34,144,49.66,106,36.55,250,86.21,51,4.77,170,15.89,585,54.67,264,24.67,0,0,0,0,0,0,0,0,0,0,0,0,65,22.41,0,0,0,0,45,69.23,6,9.23,14,21.54,95,32.76,0,0,12,12.63,60,63.16,0,0,23,24.21,130,44.83,0,0,0,0,55,42.31,47,36.15,28,21.54,73,25.17,54,18.62,32,11.03,25,8.62,13,4.48,0,0,18,6.21,3,1.03,0,0,7,2.41,65,22.41,537,0,0,24,3.08,44,5.64,712,91.28,0,0,65,22.41,95,32.76,130,44.83,93900,93200,94400,864,193,13,0,0,125,16.03,0,0,0,0,0,0,655,83.97,68,23.45,13,4.48,0,0,0,0,209,72.07,3685968930,242897.1997
3143,48423,48,TX,Texas,423,Smith,91122,77809,85.39,13313,14.61,52300,67.22,10944,20.93,20566,39.32,8573,16.39,6865,13.13,3163,6.05,2189,4.19,25509,32.78,9016,35.34,6730,26.38,4137,16.22,3127,12.26,1760,6.9,739,2.9,19960,25.65,27296,35.08,12710,16.33,9992,12.84,4923,6.33,2928,3.76,1981,1851,2.03,6568,7.21,20808,22.84,61895,67.93,5.6,6.1,4.5,63760,69.97,1935,2.12,4245,4.66,7527,8.26,3599,3.95,10056,11.04,52300,45916,87.79,675,1.29,195,0.37,87,0.17,125,0.24,5302,10.14,25509,10432,40.9,1157,4.54,3470,13.6,5368,21.04,3023,11.85,2059,8.07,15165,29,15946,30.49,17766,33.97,3423,6.54,5705,22.36,7638,29.94,10056,39.42,2110,8.27,12166,47.69,20870,26.82,23584,30.31,27822,35.76,5533,7.11,1150,4.51,58,5.04,152,13.22,671,58.35,239,18005.13,30,2.61,4450,17.44,183,4.11,373,8.38,3141,70.58,654,14.7,99,2.22,9173,35.96,83,0.9,339,3.7,5027,54.8,3286,35.82,438,4.77,10736,42.09,13,0.12,262,2.44,2713,25.27,6311,58.78,1437,13.38,3141,12.31,2191,8.59,3475,13.62,3170,12.43,2785,10.92,2351,9.22,3511,13.76,1870,7.33,711,2.79,300,1.18,2004,7.86,792,320,0.61,608,1.16,6811,13.02,44561,85.2,1150,4.51,4450,17.44,9173,35.96,10736,42.09,164200,169600,156200,56136,20651,894,119,9,10511,20.1,264,0.5,50,0.1,9,0.02,41466,79.28,10140,39.75,630,2.47,69,0.27,0,0,14670,57.51,3458466137,354799.9479
3144,48425,48,TX,Texas,425,Somervell,3851,3145,81.67,706,18.33,2635,83.78,579,21.97,997,37.84,355,13.47,475,18.03,116,4.4,113,4.29,510,16.22,152,29.8,117,22.94,123,24.12,118,23.14,0,0,0,0,731,23.24,1114,35.42,478,15.2,593,18.86,116,3.69,113,3.59,1976,27,0.7,179,4.65,1050,27.27,2595,67.39,5.6,5.9,4.8,3061,79.49,7,0.18,78,2.03,156,4.05,2,0.05,547,14.2,2635,2303,87.4,7,0.27,0,0,0,0,0,0,325,12.33,510,278,54.51,0,0,58,11.37,109,21.37,2,0.39,63,12.35,1047,39.73,828,31.42,603,22.88,157,5.96,10,1.96,182,35.69,294,57.65,24,4.71,318,62.35,1057,33.61,1010,32.11,897,28.52,181,5.76,27,5.29,27,100,0,0,0,0,0,0,0,0,70,13.73,11,15.71,0,0,59,84.29,0,0,0,0,226,44.31,7,3.1,20,8.85,156,69.03,25,11.06,18,7.96,187,36.67,0,0,28,14.97,13,6.95,133,71.12,13,6.95,209,40.98,32,6.27,70,13.73,10,1.96,78,15.29,17,3.33,27,5.29,36,7.06,0,0,0,0,31,6.08,596,0,0,70,2.66,731,27.74,1834,69.6,27,5.29,70,13.73,226,44.31,187,36.67,205800,231300,174300,2432,658,55,0,0,553,20.99,47,1.78,0,0,0,0,2035,77.23,105,20.59,8,1.57,0,0,0,0,397,77.84,696350028.8,108731.8677
3145,48427,48,TX,Texas,427,Starr,19865,16281,81.96,3584,18.04,12177,74.79,2343,19.24,3092,25.39,2542,20.88,2028,16.65,1377,11.31,795,6.53,4104,25.21,973,23.71,1009,24.59,732,17.84,747,18.2,371,9.04,272,6.63,3316,20.37,4101,25.19,3274,20.11,2775,17.04,1748,10.74,1067,6.55,1990,567,2.85,1512,7.61,5382,27.09,12404,62.44,5,5.2,4,15996,80.52,200,1.01,1018,5.12,689,3.47,59,0.3,1903,9.58,12177,10829,88.93,84,0.69,32,0.26,65,0.53,0,0,1167,9.58,4104,2395,58.36,17,0.41,708,17.25,504,12.28,59,1.44,421,10.26,4033,33.12,4972,40.83,2905,23.86,267,2.19,1156,28.17,1832,44.64,981,23.9,135,3.29,1116,27.19,5189,31.87,6804,41.79,3886,23.87,402,2.47,52,1.27,12,23.08,33,63.46,0,0,0,0,7,13.46,643,15.67,105,16.33,456,70.92,43,6.69,0,0,39,6.07,1859,45.3,97,5.22,473,25.44,916,49.27,0,0,373,20.06,1550,37.77,0,0,48,3.1,825,53.23,272,17.55,405,26.13,2375,57.87,415,10.11,227,5.53,47,1.15,152,3.7,0,0,64,1.56,0,0,0,0,0,0,824,20.08,385,154,1.26,403,3.31,2352,19.32,9268,76.11,52,1.27,643,15.67,1859,45.3,1550,37.77,76900,110600,68800,11179,4510,575,17,0,3010,24.72,161,1.32,17,0.14,0,0,8989,73.82,1500,36.55,414,10.09,0,0,0,0,2190,53.36,3994517057,302545.2731
3151,48015,48,TX,Texas,15,Austin,13335,11569,86.76,1766,13.24,9075,78.44,1684,18.56,3871,42.66,1490,16.42,1053,11.6,533,5.87,444,4.89,2494,21.56,903,36.21,399,16,542,21.73,362,14.51,188,7.54,100,4.01,2587,22.36,4270,36.91,2032,17.56,1415,12.23,721,6.23,544,4.7,1984,100,0.75,1099,8.24,3361,25.2,8775,65.8,5.8,6.2,4.3,9545,71.58,165,1.24,653,4.9,229,1.72,158,1.18,2585,19.39,9075,7138,78.66,55,0.61,23,0.25,0,0,0,0,1859,20.48,2494,973,39.01,110,4.41,542,21.73,174,6.98,158,6.34,537,21.53,3091,34.06,3139,34.59,1803,19.87,1042,11.48,380,15.24,1210,48.52,611,24.5,293,11.75,904,36.25,3471,30,4349,37.59,2414,20.87,1335,11.54,82,3.29,0,0,69,84.15,13,15.85,0,0,0,0,515,20.65,122,23.69,46,8.93,306,59.42,37,7.18,4,0.78,1185,47.51,0,0,22,1.86,671,56.62,334,28.19,158,13.33,712,28.55,2,0.28,22,3.09,201,28.23,428,60.11,59,8.29,748,29.99,239,9.58,214,8.58,292,11.71,214,8.58,178,7.14,284,11.39,92,3.69,12,0.48,0,0,221,8.86,679,13,0.14,341,3.76,1607,17.71,7114,78.39,82,3.29,515,20.65,1185,47.51,712,28.55,197200,235600,169600,8389,2961,148,71,0,1875,20.66,16,0.18,48,0.53,0,0,7136,78.63,1086,43.54,132,5.29,23,0.92,0,0,1253,50.24,2269233159,298574.7871
3152,48017,48,TX,Texas,17,Bailey,2677,2056,76.8,621,23.2,1592,77.43,357,22.42,647,40.64,136,8.54,334,20.98,64,4.02,54,3.39,464,22.57,207,44.61,140,30.17,27,5.82,28,6.03,29,6.25,33,7.11,564,27.43,787,38.28,163,7.93,362,17.61,93,4.52,87,4.23,1974,0,0,351,13.11,765,28.58,1561,58.31,5.4,6,3.9,1945,72.66,132,4.93,279,10.42,0,0,44,1.64,277,10.35,1592,1416,88.94,132,8.29,0,0,0,0,0,0,44,2.76,464,189,40.73,0,0,157,33.84,0,0,22,4.74,96,20.69,97,6.09,136,8.54,1240,77.89,119,7.47,64,13.79,122,26.29,278,59.91,0,0,278,59.91,161,7.83,258,12.55,1518,73.83,119,5.79,0,0,0,0,0,0,0,0,0,0,0,0,191,41.16,24,12.57,49,25.65,58,30.37,0,0,60,31.41,72,15.52,0,0,28,38.89,44,61.11,0,0,0,0,201,43.32,0,0,0,0,87,43.28,32,15.92,82,40.8,211,45.47,59,12.72,9,1.94,20,4.31,23,4.96,0,0,0,0,0,0,0,0,0,0,142,30.6,464,0,0,0,0,449,28.2,1143,71.8,0,0,191,41.16,72,15.52,201,43.32,75200,85800,73400,1624,370,62,0,0,303,19.03,62,3.89,0,0,0,0,1227,77.07,67,14.44,0,0,0,0,0,0,397,85.56,3131813507,226955.7071
