OBJECTID_1,GEOID,STATE,STUSAB,STATE_NAME,COUNTY,NAME,B25002EST1,B25002EST2,B25002EST2_PCT,B25002EST3,B25002EST3_PCT,B25009EST2,B25009EST2_PCT,B25009EST3,B25009EST3_PCT,B25009EST4,B25009EST4_PCT,B25009EST5,B25009EST5_PCT,B25009EST6,B25009EST6_PCT,B25009EST7,B25009EST7_PCT,B25009_OWNOCC_6PLUS,B25009_OWN_6PLUS_PCT,B25009EST10,B25009EST10_PCT,B25009EST11,B25009EST11_PCT,B25009EST12,B25009EST12_PCT,B25009EST13,B25009EST13_PCT,B25009EST14,B25009EST14_PCT,B25009EST15,B25009EST15_PCT,B25009_RENTOCC_6PLUS,B25009_RENT_6PLUS_PCT,B25009_TOT_1,B25009_TOT_1_PCT,B25009_TOT_2,B25009_TOT_2_PCT,B25009_TOT_3,B25009_TOT_3_PCT,B25009_TOT_4,B25009_TOT_4_PCT,B25009_TOT_5,B25009_TOT_5_PCT,B25009_TOT_6PLUS,B25009_TOT_6PLUS_PCT,B25037EST3,B25041EST2,B25041EST2_PCT,B25041EST3,B25041EST3_PCT,B25041EST4,B25041EST4_PCT,B25041_3PLUS_BDR,B25041_3PLUS_BDR_PCT,B25021EST1,B25021EST2,B25021EST3,B25024EST2,B25024EST2_PCT,B25024EST3,B25024EST3_PCT,B25024_2TO4,B25024_2TO4_PCT,B25024_5TO19,B25024_5TO19_PCT,B25024_20PLUS,B25024_20PLUS_PCT,B25024_OTHER,B25024_OTHER_PCT,B25032EST2,B25032EST3,B25032EST3_PCT,B25032EST4,B25032EST4_PCT,B25032_OWN_2TO4,B25032_OWN_2TO4_PCT,B25032_OWN_5TO19,B25032_OWN_5TO19_PCT,B25032_OWN_20PLUS,B25032_OWN_20PLUS_PCT,B25032_OWN_OTHER,B25032_OWN_OTHER_PCT,B25032EST13,B25032EST14,B25032EST14_PCT,B25032EST15,B25032EST15_PCT,B25032_RENT_2TO4,B25032_RENT_2TO4_PCT,B25032_RENT_5TO19,B25032_RENT_5TO19_PCT,B25032_RENT_20PLUS,B25032_RENT_20PLUS_PCT,B25032_RENT_OTHER,B25032_RENT_OTHER_PCT,B25036_OWN_2KPLUS,B25036_OWN_2KPLUS_PCT,B25036_OWN_80TO99,B25036_OWN_80TO99_PCT,B25036_OWN_50TO79,B25036_OWN_50TO79_PCT,B25036_OWN_49MINUS,B25036_OWN_49MINUS_PCT,B25036_RENT_2KPLUS,B25036_RENT_2KPLUS_PCT,B25036_RENT_80TO99,B25036_RENT_80TO99_PCT,B25036_RENT_50TO79,B25036_RENT_50TO79_PCT,B25036_RENT_49MINUS,B25036_RENT_49MINUS_PCT,B25036_RENT_80MINUS,B25036_RENT_80MINUS_PCT,B25036_TOT_2KPLUS,B25036_TOT_2KPLUS_PCT,B25036_TOT_80TO99,B25036_TOT_80TO99_PCT,B25036_TOT_50TO79,B25036_TOT_50TO79_PCT,B25036_TOT_49MINUS,B25036_TOT_49MINUS_PCT,B25068EST2,B25068EST2_PCT,B25068EST4,B25068EST4_PCT,B25068_0BDR_200TO499,B25068_0BDR_200TO499_PCT,B25068_0BDR_500TO999,B25068_0BDR_500TO999_PCT,B25068EST9,B25068EST9_PCT,B25068EST10,B25068EST10_PCT,B25068EST11,B25068EST11_PCT,B25068EST13,B25068EST13_PCT,B25068_1BDR_200TO499,B25068_1BDR_200TO499_PCT,B25068_1BDR_500TO999,B25068_1BDR_500TO999_PCT,B25068EST18,B25068EST18_PCT,B25068EST19,B25068EST19_PCT,B25068EST20,B25068EST20_PCT,B25068EST22,B25068EST22_PCT,B25068_2BDR_200TO499,B25068_2BDR_200TO499_PCT,B25068_2BDR_500TO999,B25068_2BDR_500TO999_PCT,B25068EST27,B25068EST27_PCT,B25068EST28,B25068EST28_PCT,B25068EST29,B25068EST29_PCT,B25068EST31,B25068EST31_PCT,B25068_3PLUSBDR_200TO499,B25068_3PLUSBDR_200TO499_PCT,B25068_3PLUSBDR_500TO999,B25068_3PLUSBDR_500TO999_PCT,B25068EST36,B25068EST36_PCT,B25068EST37,B25068EST37_PCT,B25056_500MINUS,B25056_500MINUS_PCT,B25056_500TO599,B25056_500TO599_PCT,B25056_600TO699,B25056_600TO699_PCT,B25056_700TO799,B25056_700TO799_PCT,B25056EST18,B25056EST18_PCT,B25056EST19,B25056EST19_PCT,B25056EST20,B25056EST20_PCT,B25056EST21,B25056EST21_PCT,B25056EST22,B25056EST22_PCT,B25056EST23,B25056EST23_PCT,B25056EST24,B25056EST24_PCT,B25058EST1,B25042EST3,B25042EST3_PCT,B25042EST4,B25042EST4_PCT,B25042EST5,B25042EST5_PCT,B25042_OWN_3PLUS_BDR,B25042_OWN_3PLUS_BDR_PCT,B25042EST10,B25042EST10_PCT,B25042EST11,B25042EST11_PCT,B25042EST12,B25042EST12_PCT,B25042_RENT_3PLUS_BDR,B25042_RENT_3PLUS_BDR_PCT,B25097EST1,B25097EST2,B25097EST3,B25123_TOT,B25123_TOT_1,B25123_TOT_2,B25123_TOT_3,B25123_TOT_4,B25123EST3,B25123EST3_PCT,B25123EST4,B25123EST4_PCT,B25123EST5,B25123EST5_PCT,B25123EST6,B25123EST6_PCT,B25123EST7,B25123EST7_PCT,B25123EST9,B25123EST9_PCT,B25123EST10,B25123EST10_PCT,B25123EST11,B25123EST11_PCT,B25123EST12,B25123EST12_PCT,B25123EST13,B25123EST13_PCT,Shape__Area,Shape__Length
1947,48171,48,TX,Texas,171,Gillespie,13218,10820,81.86,2398,18.14,7722,71.37,1760,22.79,4074,52.76,531,6.88,649,8.4,330,4.27,378,4.9,3098,28.63,1376,44.42,519,16.75,701,22.63,269,8.68,102,3.29,131,4.23,3136,28.98,4593,42.45,1232,11.39,918,8.48,432,3.99,509,4.7,1991,288,2.18,1016,7.69,3554,26.89,8360,63.25,5.6,6,4.5,10049,76.03,108,0.82,620,4.69,510,3.86,204,1.54,1727,13.07,7722,6606,85.55,54,0.7,37,0.48,8,0.1,0,0,1017,13.17,3098,1368,44.16,54,1.74,545,17.59,443,14.3,204,6.58,484,15.62,2294,29.71,2851,36.92,1644,21.29,933,12.08,836,26.99,1316,42.48,701,22.63,245,7.91,946,30.54,3130,28.93,4167,38.51,2345,21.67,1178,10.89,177,5.71,41,23.16,0,0,79,44.63,57,5700,0,0,432,13.94,0,0,23,5.32,385,89.12,24,5.56,0,0,1338,43.19,29,2.17,137,10.24,491,36.7,529,39.54,152,11.36,1151,37.15,0,0,0,0,129,11.21,665,57.78,357,31.02,301,9.72,282,9.1,131,4.23,439,14.17,252,8.13,439,14.17,428,13.82,138,4.45,79,2.55,100,3.23,509,16.43,856,39,0.51,220,2.85,1516,19.63,5947,77.01,177,5.71,432,13.94,1338,43.19,1151,37.15,311300,328700,304000,7717,2779,314,10,0,1722,22.3,60,0.78,0,0,0,0,5940,76.92,1057,34.12,254,8.2,10,0.32,0,0,1777,57.36,3702258835,252405.4889
1948,48173,48,TX,Texas,173,Glasscock,526,435,82.7,91,17.3,285,65.52,37,12.98,150,52.63,35,12.28,36,12.63,27,9.47,0,0,150,34.48,14,9.33,35,23.33,19,12.67,60,40,5,3.33,17,11.33,51,11.72,185,42.53,54,12.41,96,22.07,32,7.36,17,3.91,1967,10,1.9,10,1.9,90,17.11,416,79.09,5.4,6.2,4.8,472,89.73,0,0,0,0,4,0.76,0,0,50,9.51,285,267,93.68,0,0,0,0,0,0,0,0,18,6.32,150,145,96.67,0,0,0,0,0,0,0,0,5,3.33,74,25.96,57,20,142,49.82,12,4.21,20,13.33,22,14.67,94,62.67,14,9.33,108,72,94,21.61,79,18.16,236,54.25,26,5.98,0,0,0,0,0,0,0,0,0,0,0,0,10,6.67,0,0,0,0,0,0,0,0,10,100,5,3.33,0,0,0,0,5,100,0,0,0,0,135,90,0,0,9,6.67,15,11.11,13,9.63,98,72.59,9,6,23,15.33,0,0,0,0,0,0,10,6.67,0,0,0,0,0,0,0,0,108,72,533,0,0,0,0,53,18.6,232,81.4,0,0,10,6.67,5,3.33,135,90,303300,235300,308500,366,69,0,0,0,26,9.12,0,0,0,0,0,0,259,90.88,43,28.67,0,0,0,0,0,0,107,71.33,3245536433,227900.7706
1949,48175,48,TX,Texas,175,Goliad,3780,2840,75.13,940,24.87,2284,80.42,659,28.85,902,39.49,348,15.24,249,10.9,85,3.72,41,1.8,556,19.58,295,53.06,100,17.99,88,15.83,73,13.13,0,0,0,0,954,33.59,1002,35.28,436,15.35,322,11.34,85,2.99,41,1.44,1978,72,1.9,389,10.29,934,24.71,2385,63.1,5.6,5.8,4.9,2901,76.75,13,0.34,101,2.67,50,1.32,0,0,715,18.92,2284,1805,79.03,12,0.53,0,0,0,0,0,0,467,20.45,556,346,62.23,1,0.18,101,18.17,40,7.19,0,0,68,12.23,623,27.28,810,35.46,640,28.02,211,9.24,50,8.99,198,35.61,241,43.35,67,12.05,308,55.4,673,23.7,1008,35.49,881,31.02,278,9.79,10,1.8,10,100,0,0,0,0,0,0,0,0,80,14.39,2,2.5,70,87.5,8,10,0,0,0,0,160,28.78,25,15.63,24,15,28,17.5,0,0,83,51.88,306,55.04,30,9.8,0,0,50,16.34,76,24.84,150,49.02,215,38.67,4,0.72,12,2.16,31,5.58,19,3.42,1,0.18,40,7.19,0,0,1,0.18,0,0,233,41.91,,34,1.49,209,9.15,500,21.89,1541,67.47,10,1.8,80,14.39,160,28.78,306,55.04,129000,166800,96300,2327,513,0,0,0,301,13.18,0,0,0,0,0,0,1983,86.82,212,38.13,0,0,0,0,0,0,344,61.87,2901066447,258151.7636
1950,48177,48,TX,Texas,177,Gonzales,9048,7465,82.5,1583,17.5,5230,70.06,1134,21.68,1851,35.39,1059,20.25,515,9.85,359,6.86,312,5.97,2235,29.94,914,40.89,450,20.13,350,15.66,285,12.75,84,3.76,152,6.8,2048,27.43,2301,30.82,1409,18.87,800,10.72,443,5.93,464,6.22,1981,184,2.03,694,7.67,2607,28.81,5563,61.48,5,5.5,4,6115,67.58,35,0.39,570,6.3,103,1.14,65,0.72,2160,23.87,5230,3883,74.24,23,0.44,8,0.15,0,0,0,0,1316,25.16,2235,1040,46.53,12,0.54,476,21.3,103,4.61,65,2.91,539,24.12,1362,26.04,1379,26.37,1823,34.86,666,12.73,241,10.78,906,40.54,699,31.28,389,17.4,1088,48.68,1603,21.47,2285,30.61,2522,33.78,1055,14.13,35,1.57,0,0,32,91.43,0,0,3,300,0,0,407,18.21,78,19.16,55,13.51,227,55.77,10,2.46,37,9.09,929,41.57,51,5.49,178,19.16,405,43.6,132,14.21,163,17.55,864,38.66,24,2.78,24,2.78,456,52.78,206,23.84,154,17.82,799,35.75,200,8.95,387,17.32,236,10.56,165,7.38,20,0.89,40,1.79,0,0,34,1.52,0,0,354,15.84,566,104,1.99,100,1.91,1129,21.59,3897,74.51,35,1.57,407,18.21,929,41.57,864,38.66,113700,112700,114300,5500,1812,143,10,0,990,18.93,119,2.28,10,0.19,0,0,4111,78.6,822,36.78,24,1.07,0,0,0,0,1389,62.15,3667512435,253316.3843
1951,48179,48,TX,Texas,179,Gray,9995,7843,78.47,2152,21.53,5684,72.47,1503,26.44,1873,32.95,828,14.57,725,12.76,384,6.76,371,6.53,2159,27.53,757,35.06,593,27.47,446,20.66,132,6.11,150,6.95,81,3.75,2260,28.82,2466,31.44,1274,16.24,857,10.93,534,6.81,452,5.76,1961,116,1.16,949,9.49,2804,28.05,6126,61.29,5.4,5.7,4.6,8590,85.94,111,1.11,213,2.13,438,4.38,136,1.36,507,5.07,5684,5286,93,58,1.02,47,0.83,0,0,0,0,293,5.15,2159,1506,69.75,53,2.45,93,4.31,323,14.96,75,3.47,109,5.05,390,6.86,907,15.96,3168,55.74,1219,21.45,214,9.91,283,13.11,1198,55.49,464,21.49,1662,76.98,604,7.7,1190,15.17,4366,55.67,1683,21.46,25,1.16,0,0,20,80,5,20,0,0,0,0,348,16.12,87,25,91,26.15,149,42.82,15,4.31,6,1.72,829,38.4,13,1.57,10,1.21,547,65.98,129,15.56,130,15.68,957,44.33,10,1.04,36,3.76,455,47.54,202,21.11,254,26.54,713,33.02,471,21.82,204,9.45,202,9.36,110,5.09,43,1.99,5,0.23,6,0.28,0,0,15,0.69,390,18.06,527,47,0.83,210,3.69,1325,23.31,4102,72.17,25,1.16,348,16.12,829,38.4,957,44.33,79800,117400,67900,6118,1621,100,4,0,882,15.52,28,0.49,0,0,0,0,4774,83.99,739,34.23,72,3.33,4,0.19,0,0,1344,62.25,3630756760,241019.5707
1952,48181,48,TX,Texas,181,Grayson,56749,49327,86.92,7422,13.08,33648,68.21,7716,22.93,13277,39.46,5457,16.22,4364,12.97,1639,4.87,1195,3.55,15679,31.79,5335,34.03,4456,28.42,2913,18.58,1723,10.99,871,5.56,381,2.43,13051,26.46,17733,35.95,8370,16.97,6087,12.34,2510,5.09,1576,3.2,1982,984,1.73,4943,8.71,14960,26.36,35862,63.19,5.6,6.1,4.5,41070,72.37,788,1.39,3478,6.13,3252,5.73,1935,3.41,6226,10.97,33648,29652,88.12,224,0.67,24,0.07,88,0.26,0,0,3660,10.88,15679,6280,40.05,468,2.98,3061,19.52,2752,17.55,1844,11.76,1274,8.13,8637,25.67,8330,24.76,12145,36.09,4536,13.48,3101,19.78,5273,33.63,5523,35.23,1782,11.37,7305,46.59,11738,23.8,13603,27.58,17668,35.82,6318,12.81,491,3.13,27,5.5,91,18.53,312,63.54,28,5.7,33,6.72,3180,20.28,263,8.27,163,5.13,2128,66.92,536,16.86,90,2.83,6639,42.34,221,3.33,265,3.99,3735,56.26,2058,31,360,5.42,5369,34.24,46,0.86,50,0.93,1357,25.27,3342,62.25,574,10.69,1989,12.69,1353,8.63,2785,17.76,2726,17.39,1735,11.07,1093,6.97,1485,9.47,668,4.26,517,3.3,271,1.73,1057,6.74,736,186,0.55,791,2.35,6126,18.21,26545,78.89,491,3.13,3180,20.28,6639,42.34,5369,34.24,152400,167800,127700,36787,11967,536,37,0,5965,17.73,139,0.41,28,0.08,0,0,27516,81.78,6002,38.28,397,2.53,9,0.06,0,0,9271,59.13,3667461647,293379.2861
1953,48183,48,TX,Texas,183,Gregg,52256,46174,88.36,6082,11.64,27354,59.24,5327,19.47,10630,38.86,4437,16.22,4148,15.16,1823,6.66,989,3.62,18820,40.76,7299,38.78,5327,28.3,2791,14.83,1793,9.53,1081,5.74,529,2.81,12626,27.34,15957,34.56,7228,15.65,5941,12.87,2904,6.29,1518,3.29,1981,1025,1.96,5943,11.37,13751,26.31,31537,60.35,5.5,6.2,4.2,33902,64.88,1088,2.08,5525,10.57,4563,8.73,3211,6.14,3967,7.59,27354,24874,90.93,495,1.81,81,0.3,5,0.02,6,0.02,1893,6.92,18820,5686,30.21,429,2.28,4676,24.85,3928,20.87,2944,15.64,1157,6.15,4418,16.15,7869,28.77,12910,47.2,2157,7.89,3509,18.65,6146,32.66,8092,43,1073,5.7,9165,48.7,7927,17.17,14015,30.35,21002,45.48,3230,7,693,3.68,14,2.02,11,1.59,425,61.33,223,14211.69,20,2.89,4756,25.27,286,6.01,271,5.7,3386,71.19,686,14.42,127,2.67,8101,43.04,328,4.05,377,4.65,5233,64.6,1876,23.16,287,3.54,5270,28,0,0,111,2.11,1338,25.39,3391,64.35,430,8.16,2145,11.4,2792,14.84,3577,19.01,3051,16.21,1922,10.21,1112,5.91,1623,8.62,923,4.9,459,2.44,352,1.87,864,4.59,718,96,0.35,316,1.16,3266,11.94,23676,86.55,693,3.68,4756,25.27,8101,43.04,5270,28,144300,148400,137100,32801,12840,521,12,0,4568,16.7,125,0.46,12,0.04,0,0,22649,82.8,8272,43.95,396,2.1,0,0,0,0,10152,53.94,1006579862,163995.9582
1954,48185,48,TX,Texas,185,Grimes,11399,9206,80.76,2193,19.24,6999,76.03,1419,20.27,2897,41.39,1078,15.4,935,13.36,464,6.63,206,2.94,2207,23.97,575,26.05,566,25.65,446,20.21,307,13.91,172,7.79,141,6.39,1994,21.66,3463,37.62,1524,16.55,1242,13.49,636,6.91,347,3.77,1985,276,2.42,552,4.84,3220,28.25,7351,64.49,5.4,5.7,4.7,7812,68.53,184,1.61,378,3.32,206,1.81,238,2.09,2581,22.64,6999,5306,75.81,100,1.43,0,0,0,0,0,0,1593,22.76,2207,953,43.18,50,2.27,312,14.14,115,5.21,238,10.78,539,24.42,2725,38.93,2283,32.62,1476,21.09,515,7.36,270,12.23,1093,49.52,718,32.53,126,5.71,844,38.24,2995,32.53,3376,36.67,2194,23.83,641,6.96,80,3.62,0,0,9,11.25,52,65,0,0,19,23.75,111,5.03,40,36.04,31,27.93,23,20.72,0,0,17,15.32,837,37.92,25,2.99,178,21.27,415,49.58,86,10.27,133,15.89,1179,53.42,132,11.2,156,13.23,385,32.65,188,15.95,318,26.97,827,37.47,260,11.78,198,8.97,94,4.26,103,4.67,65,2.95,84,3.81,54,2.45,35,1.59,0,0,487,22.07,512,132,1.89,212,3.03,1588,22.69,5067,72.4,80,3.62,111,5.03,837,37.92,1179,53.42,163200,205300,142800,7018,1979,195,14,0,1088,15.55,71,1.01,14,0.2,0,0,5826,83.24,891,40.37,124,5.62,0,0,0,0,1192,54.01,2808170299,295869.1778
1979,48187,48,TX,Texas,187,Guadalupe,59964,55710,92.91,4254,7.09,43073,77.32,7653,17.77,14742,34.23,8095,18.79,6650,15.44,3845,8.93,2088,4.85,12637,22.68,3380,26.75,3624,28.68,1789,14.16,1738,13.75,1373,10.86,733,5.8,11033,19.8,18366,32.97,9884,17.74,8388,15.06,5218,9.37,2821,5.06,1992,965,1.61,2594,4.33,9669,16.12,46736,77.94,6.1,6.4,4.7,46687,77.86,381,0.64,1502,2.5,2195,3.66,875,1.46,8324,13.88,43073,37087,86.1,247,0.57,92,0.21,13,0.03,0,0,5634,13.08,12637,6560,51.91,134,1.06,1289,10.2,1813,14.35,816,6.46,2025,16.02,21337,49.54,12394,28.77,7353,17.07,1989,4.62,4420,34.98,4533,35.87,3060,24.21,624,4.94,3684,29.15,25757,46.23,16927,30.38,10413,18.69,2613,4.69,549,4.34,34,6.19,129,23.5,158,28.78,220,13814.94,8,1.46,1530,12.11,61,3.99,111,7.25,1038,67.84,245,16.01,75,4.9,3767,29.81,97,2.57,68,1.81,1601,42.5,1735,46.06,266,7.06,6791,53.74,34,0.5,64,0.94,879,12.94,5391,79.38,423,6.23,1205,9.54,629,4.98,1088,8.61,1516,12,1185,9.38,1166,9.23,1410,11.16,1350,10.68,1903,15.06,413,3.27,772,6.11,927,271,0.63,526,1.22,4868,11.3,37408,86.85,549,4.34,1530,12.11,3767,29.81,6791,53.74,207700,220500,177700,41603,13341,725,41,0,8385,19.47,302,0.7,41,0.1,0,0,34345,79.74,4956,39.22,423,3.35,0,0,0,0,7258,57.43,2456382437,286804.4116
1980,48189,48,TX,Texas,189,Hale,13382,10888,81.36,2494,18.64,6890,63.28,1544,22.41,2598,37.71,1265,18.36,679,9.85,616,8.94,188,2.73,3998,36.72,1448,36.22,601,15.03,627,15.68,655,16.38,475,11.88,192,4.8,2992,27.48,3199,29.38,1892,17.38,1334,12.25,1091,10.02,380,3.49,1968,221,1.65,1226,9.16,3936,29.41,7999,59.77,5.4,5.9,4.6,10059,75.17,297,2.22,786,5.87,731,5.46,424,3.17,1085,8.11,6890,6385,92.67,86,1.25,54,0.78,0,0,0,0,365,5.3,3998,2071,51.8,190,4.75,533,13.33,500,12.51,351,8.78,353,8.83,289,4.19,1198,17.39,4178,60.64,1225,17.78,235,5.88,756,18.91,2381,59.55,626,15.66,3007,75.21,524,4.81,1954,17.95,6559,60.24,1851,17,194,4.85,0,0,66,34.02,77,39.69,33,17.01,18,9.28,646,16.16,61,9.44,173,26.78,363,56.19,0,0,49,7.59,1596,39.92,15,0.94,168,10.53,1060,66.42,187,11.72,166,10.4,1562,39.07,44,2.82,153,9.8,725,46.41,354,22.66,286,18.31,1400,35.02,778,19.46,492,12.31,317,7.93,71,1.78,130,3.25,142,3.55,20,0.5,84,2.1,45,1.13,519,12.98,532,5,0.07,54,0.78,1551,22.51,5280,76.63,194,4.85,646,16.16,1596,39.92,1562,39.07,84500,110400,66700,8255,2416,217,0,0,989,14.35,9,0.13,0,0,0,0,5892,85.52,1427,35.69,208,5.2,0,0,0,0,2363,59.1,3802195204,247069.143
1981,48485,48,TX,Texas,485,Wichita,56064,48538,86.58,7526,13.42,29577,60.94,7285,24.63,11980,40.5,4654,15.74,3277,11.08,1614,5.46,767,2.59,18961,39.06,7466,39.38,5509,29.05,2677,14.12,1761,9.29,1013,5.34,535,2.82,14751,30.39,17489,36.03,7331,15.1,5038,10.38,2627,5.41,1302,2.68,1973,975,1.74,5355,9.55,15784,28.15,33950,60.56,5.5,6.1,4.6,40424,72.1,1039,1.85,4355,7.77,5270,9.4,2460,4.39,2516,4.49,29577,27815,94.04,409,1.38,133,0.45,0,0,34,0.11,1186,4.01,18961,8274,43.64,586,3.09,3372,17.78,3927,20.71,2236,11.79,566,2.99,3632,12.28,6185,20.91,15247,51.55,4513,15.26,2772,14.62,4559,24.04,9233,48.69,2397,12.64,11630,61.34,6404,13.19,10744,22.14,24480,50.43,6910,14.24,555,2.93,68,12.25,74,13.33,253,45.59,155,9410.99,5,0.9,4122,21.74,342,8.3,382,9.27,2997,72.71,357,8.66,44,1.07,7175,37.84,275,3.83,574,8,4666,65.03,1197,16.68,463,6.45,7109,37.49,96,1.35,224,3.15,2559,36,3523,49.56,707,9.95,4235,22.34,2480,13.08,3445,18.17,2509,13.23,1730,9.12,908,4.79,1092,5.76,577,3.04,534,2.82,232,1.22,1219,6.43,653,15,0.05,330,1.12,5604,18.95,23628,79.89,555,2.93,4122,21.74,7175,37.84,7109,37.49,103200,119700,86700,34700,13227,554,57,0,5389,18.22,112,0.38,0,0,0,0,24076,81.4,7838,41.34,442,2.33,57,0.3,0,0,10624,56.03,2390205489,226023.8266
1982,48487,48,TX,Texas,487,Wilbarger,6242,5008,80.23,1234,19.77,2973,59.37,1027,34.54,1137,38.24,325,10.93,264,8.88,108,3.63,112,3.77,2035,40.63,797,39.16,424,20.84,364,17.89,155,7.62,100,4.91,195,9.58,1824,36.42,1561,31.17,689,13.76,419,8.37,208,4.15,307,6.13,1967,152,2.44,760,12.18,2313,37.06,3017,48.33,5.1,5.6,4.4,4683,75.02,36,0.58,734,11.76,230,3.68,136,2.18,423,6.78,2973,2779,93.47,11,0.37,0,0,0,0,0,0,183,6.16,2035,1104,54.25,25,1.23,500,24.57,192,9.43,88,4.32,126,6.19,162,5.45,548,18.43,1615,54.32,648,21.8,232,11.4,354,17.4,970,47.67,479,23.54,1449,71.2,394,7.87,902,18.01,2585,51.62,1127,22.5,26,1.28,0,0,15,57.69,11,42.31,0,0,0,0,463,22.75,50,10.8,116,25.05,297,64.15,0,0,0,0,858,42.16,16,1.86,89,10.37,626,72.96,14,1.63,113,13.17,688,33.81,0,0,73,10.61,390,56.69,159,23.11,66,9.59,1117,54.89,188,9.24,326,16.02,186,9.14,20,0.98,0,0,3,0.15,9,0.44,5,0.25,2,0.1,179,8.8,458,11,0.37,83,2.79,876,29.47,2003,67.37,26,1.28,463,22.75,858,42.16,688,33.81,73200,80800,64800,3603,1249,156,0,0,621,20.89,47,1.58,0,0,0,0,2305,77.53,628,30.86,109,5.36,0,0,0,0,1298,63.78,3701666601,310117.2923
1983,48489,48,TX,Texas,489,Willacy,7391,5882,79.58,1509,20.42,3939,66.97,952,24.17,1337,33.94,451,11.45,517,13.13,387,9.82,295,7.49,1943,33.03,345,17.76,335,17.24,523,26.92,336,17.29,192,9.88,212,10.91,1297,22.05,1672,28.43,974,16.56,853,14.5,579,9.84,507,8.62,1988,282,3.82,633,8.56,2301,31.13,4175,56.49,5.1,5.5,4.5,5629,76.16,212,2.87,567,7.67,112,1.52,52,0.7,819,11.08,3939,3319,84.26,122,3.1,7,0.18,0,0,0,0,491,12.47,1943,1248,64.23,29,1.49,429,22.08,79,4.07,52,2.68,106,5.46,712,18.08,1150,29.2,1547,39.27,530,13.46,575,29.59,485,24.96,684,35.2,199,10.24,883,45.45,1287,21.88,1635,27.8,2231,37.93,729,12.39,142,7.31,43,30.28,0,0,99,69.72,0,0,0,0,248,12.76,67,27.02,120,48.39,44,17.74,14,5.65,3,1.21,675,34.74,70,10.37,39,5.78,469,69.48,0,0,97,14.37,878,45.19,0,0,19,2.16,549,62.53,106,12.07,204,23.23,899,46.27,249,12.82,135,6.95,278,14.31,7,0.36,29,1.49,28,1.44,14,0.72,0,0,0,0,304,15.65,468,8,0.2,195,4.95,1105,28.05,2631,66.79,142,7.31,248,12.76,675,34.74,878,45.19,62100,84000,53800,4113,1630,139,0,0,801,20.34,42,1.07,0,0,0,0,3096,78.6,829,42.67,97,4.99,0,0,0,0,1017,52.34,1961309225,642781.2137
1984,48491,48,TX,Texas,491,Williamson,199061,188113,94.5,10948,5.5,128240,68.17,21533,16.79,44618,34.79,23961,18.68,24013,18.73,9295,7.25,4820,3.76,59873,31.83,20222,33.77,16735,27.95,9594,16.02,7522,12.56,3780,6.31,2020,3.37,41755,22.2,61353,32.61,33555,17.84,31535,16.76,13075,6.95,6840,3.64,2000,2436,1.22,19670,9.88,32802,16.48,144153,72.42,6,6.7,4.3,146951,73.82,5186,2.61,7640,3.84,17847,8.97,17284,8.68,4153,2.09,128240,122317,95.38,2237,1.74,664,0.52,294,0.23,156,0.12,2572,2.01,59873,19835,33.13,2660,4.44,5891,9.84,15966,26.67,14266,23.83,1255,2.1,72358,56.42,41824,32.61,11115,8.67,2943,2.29,30372,50.73,21694,36.23,6714,11.21,1093,1.83,7807,13.04,102730,54.61,63518,33.77,17829,9.48,4036,2.15,1679,2.8,39,2.32,0,0,417,24.84,1204,84821.2,19,1.13,16419,27.42,332,2.02,343,2.09,3785,23.05,11882,72.37,77,0.47,18757,31.33,112,0.6,103,0.55,2208,11.77,16133,86.01,201,1.07,23018,38.44,95,0.41,142,0.62,1096,4.76,20850,90.58,835,3.63,1942,3.24,1160,1.94,973,1.63,1893,3.16,4057,6.78,5751,9.61,16315,27.25,11221,18.74,12180,20.34,3249,5.43,1132,1.89,1208,280,0.22,821,0.64,11027,8.6,116112,90.54,1679,2.8,16419,27.42,18757,31.33,23018,38.44,282700,284700,276900,135598,49856,2486,173,0,25326,19.75,579,0.45,27,0.02,0,0,102308,79.78,24530,40.97,1907,3.19,146,0.24,0,0,33290,55.6,3973627116,293729.5224
